years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,medium,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,biology,medium,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,B,high,high,A,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,high,medium,C,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,B,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,medium,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,medium,medium,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,medium,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,A,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,high,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,medium,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,medium,low,E,high,low,A,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,high,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,A,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,management,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,C,high,high,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,biology,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,medium,B,high,medium,B,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,low,low,E,low,low,E,low,low,E,ok
four,nursing,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,ok
three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,medium,A,low,low,E,low,low,E,low,low,E,ok
three,informatics,high,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,medium,low,B,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,B,high,high,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,low,C,medium,low,C,high,low,C,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
three,management,high,medium,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
four,nursing,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,medium,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,biology,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,medium,low,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,informatics,high,high,C,high,medium,B,high,high,C,low,low,E,low,low,E,ok
